Student_number,College,Program,Section,School_year,Semester,Year_level,Average,Absents,Year,Month
2022559869,College of Social Sciences and Philosophy,BS Philosophy,A,2026,1st,4,85.08,2,2025,12
2022919164,College of Social Sciences and Philosophy,BS Philosophy,A,2024,1st,1,91.17,1,2023,12
2022919164,College of Social Sciences and Philosophy,BS Philosophy,A,2024,2nd,1,89.63,0,2024,6
2022919164,College of Social Sciences and Philosophy,BS Philosophy,A,2025,1st,2,94.57,3,2024,12
2022919164,College of Social Sciences and Philosophy,BS Philosophy,A,2025,2nd,2,90.04,0,2025,6
2022919164,College of Social Sciences and Philosophy,BS Philosophy,A,2026,1st,3,90.02,0,2025,12
2022323983,College of Social Sciences and Philosophy,BS Philosophy,A,2024,1st,1,90.98,1,2023,12
2022323983,College of Social Sciences and Philosophy,BS Philosophy,A,2024,2nd,1,92.16,0,2024,6
2022323983,College of Social Sciences and Philosophy,BS Philosophy,A,2025,1st,2,89.53,0,2024,12
2022323983,College of Social Sciences and Philosophy,BS Philosophy,A,2025,2nd,2,87.69,0,2025,6
2022323983,College of Social Sciences and Philosophy,BS Philosophy,A,2026,1st,3,92.97,0,2025,12
2022660456,College of Social Sciences and Philosophy,BS Philosophy,A,2025,1st,1,88.08,0,2024,12
2022660456,College of Social Sciences and Philosophy,BS Philosophy,A,2025,2nd,1,87.03,0,2025,6
2022660456,College of Social Sciences and Philosophy,BS Philosophy,A,2026,1st,2,90.43,3,2025,12
2022777599,College of Social Sciences and Philosophy,BS Philosophy,A,2025,1st,1,92.81,0,2024,12
2022777599,College of Social Sciences and Philosophy,BS Philosophy,A,2025,2nd,1,87.03,0,2025,6
2022777599,College of Social Sciences and Philosophy,BS Philosophy,A,2026,1st,2,92.21,0,2025,12
2022897349,College of Social Sciences and Philosophy,BS Social Work,A,2022,1st,1,85.53,0,2021,12
2022897349,College of Social Sciences and Philosophy,BS Social Work,A,2022,2nd,1,97.57,1,2022,6
2022897349,College of Social Sciences and Philosophy,BS Social Work,A,2023,1st,2,91.11,1,2022,12
2022897349,College of Social Sciences and Philosophy,BS Social Work,A,2023,2nd,2,94.63,0,2023,6
2022897349,College of Social Sciences and Philosophy,BS Social Work,A,2024,1st,3,93.57,0,2023,12
2022897349,College of Social Sciences and Philosophy,BS Social Work,A,2024,2nd,3,97.09,0,2024,6
2022897349,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,4,89.4,0,2024,12
2022897349,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,4,92.73,0,2025,6
2022218426,College of Social Sciences and Philosophy,BS Social Work,A,2022,1st,1,97.58,0,2021,12
2022218426,College of Social Sciences and Philosophy,BS Social Work,A,2022,2nd,1,89.96,0,2022,6
2022218426,College of Social Sciences and Philosophy,BS Social Work,A,2023,1st,2,87.75,0,2022,12
2022218426,College of Social Sciences and Philosophy,BS Social Work,A,2023,2nd,2,89.43,0,2023,6
2022218426,College of Social Sciences and Philosophy,BS Social Work,A,2024,1st,3,97.57,0,2023,12
2022218426,College of Social Sciences and Philosophy,BS Social Work,A,2024,2nd,3,90.43,0,2024,6
2022218426,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,4,88.59,0,2024,12
2022218426,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,4,85.45,0,2025,6
2022551823,College of Social Sciences and Philosophy,BS Social Work,A,2022,1st,1,96.13,0,2021,12
2022551823,College of Social Sciences and Philosophy,BS Social Work,A,2022,2nd,1,88.57,0,2022,6
2022551823,College of Social Sciences and Philosophy,BS Social Work,A,2023,1st,2,85.04,0,2022,12
2022551823,College of Social Sciences and Philosophy,BS Social Work,A,2023,2nd,2,97.25,0,2023,6
2022551823,College of Social Sciences and Philosophy,BS Social Work,A,2024,1st,3,95.62,2,2023,12
2022551823,College of Social Sciences and Philosophy,BS Social Work,A,2024,2nd,3,85.92,0,2024,6
2022551823,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,4,94.86,1,2024,12
2022551823,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,4,94.79,0,2025,6
2022746356,College of Social Sciences and Philosophy,BS Social Work,A,2022,1st,1,85.96,2,2021,12
2022746356,College of Social Sciences and Philosophy,BS Social Work,A,2022,2nd,1,92.53,1,2022,6
2022746356,College of Social Sciences and Philosophy,BS Social Work,A,2023,1st,2,88.48,0,2022,12
2022746356,College of Social Sciences and Philosophy,BS Social Work,A,2023,2nd,2,87.06,0,2023,6
2022746356,College of Social Sciences and Philosophy,BS Social Work,A,2024,1st,3,92.97,0,2023,12
2022746356,College of Social Sciences and Philosophy,BS Social Work,A,2024,2nd,3,92.1,2,2024,6
2022746356,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,4,96.86,0,2024,12
2022746356,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,4,87.05,0,2025,6
2022457842,College of Social Sciences and Philosophy,BS Social Work,A,2022,1st,1,94.59,0,2021,12
2022457842,College of Social Sciences and Philosophy,BS Social Work,A,2022,2nd,1,95.7,0,2022,6
2022457842,College of Social Sciences and Philosophy,BS Social Work,A,2023,1st,2,93.87,0,2022,12
2022457842,College of Social Sciences and Philosophy,BS Social Work,A,2023,2nd,2,88.43,0,2023,6
2022457842,College of Social Sciences and Philosophy,BS Social Work,A,2024,1st,3,91.18,0,2023,12
2022457842,College of Social Sciences and Philosophy,BS Social Work,A,2024,2nd,3,93.21,0,2024,6
2022457842,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,4,91.24,0,2024,12
2022457842,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,4,91.65,1,2025,6
2022267997,College of Social Sciences and Philosophy,BS Social Work,A,2023,1st,1,87.76,0,2022,12
2022267997,College of Social Sciences and Philosophy,BS Social Work,A,2023,2nd,1,88.61,0,2023,6
2022267997,College of Social Sciences and Philosophy,BS Social Work,A,2024,1st,2,96.58,1,2023,12
2022267997,College of Social Sciences and Philosophy,BS Social Work,A,2024,2nd,2,92.04,0,2024,6
2022267997,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,3,85.99,0,2024,12
2022267997,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,3,92.61,0,2025,6
2022267997,College of Social Sciences and Philosophy,BS Social Work,A,2026,1st,4,92.47,1,2025,12
2022377677,College of Social Sciences and Philosophy,BS Social Work,A,2023,1st,1,86.15,0,2022,12
2022377677,College of Social Sciences and Philosophy,BS Social Work,A,2023,2nd,1,90.39,0,2023,6
2022377677,College of Social Sciences and Philosophy,BS Social Work,A,2024,1st,2,88.28,0,2023,12
2022377677,College of Social Sciences and Philosophy,BS Social Work,A,2024,2nd,2,92.21,0,2024,6
2022377677,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,3,93.61,0,2024,12
2022377677,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,3,91.0,0,2025,6
2022377677,College of Social Sciences and Philosophy,BS Social Work,A,2026,1st,4,87.73,0,2025,12
2022794404,College of Social Sciences and Philosophy,BS Social Work,A,2024,1st,1,87.29,1,2023,12
2022794404,College of Social Sciences and Philosophy,BS Social Work,A,2024,2nd,1,85.36,3,2024,6
2022794404,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,2,90.79,0,2024,12
2022794404,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,2,88.44,0,2025,6
2022794404,College of Social Sciences and Philosophy,BS Social Work,A,2026,1st,3,88.88,0,2025,12
2022907274,College of Social Sciences and Philosophy,BS Social Work,A,2024,1st,1,86.45,3,2023,12
2022907274,College of Social Sciences and Philosophy,BS Social Work,A,2024,2nd,1,91.94,0,2024,6
2022907274,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,2,86.93,0,2024,12
2022907274,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,2,94.5,1,2025,6
2022907274,College of Social Sciences and Philosophy,BS Social Work,A,2026,1st,3,88.23,0,2025,12
2022675532,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,1,93.69,0,2024,12
2022675532,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,1,87.62,0,2025,6
2022675532,College of Social Sciences and Philosophy,BS Social Work,A,2026,1st,2,95.01,0,2025,12
2022281420,College of Social Sciences and Philosophy,BS Social Work,A,2025,1st,1,94.07,0,2024,12
2022281420,College of Social Sciences and Philosophy,BS Social Work,A,2025,2nd,1,89.27,0,2025,6
2022281420,College of Social Sciences and Philosophy,BS Social Work,A,2026,1st,2,89.35,0,2025,12
